step,accuracy_mean,accuracy_q10,accuracy_q90,entropy_mean,entropy_q10,entropy_q90,true_cond_entropy_mean,false_cond_entropy_mean,true_mass_mean,loss_mean,reward_mean
184,0.9998707032,0.9998696575,0.9998720932,0.3501574957,0.3450421585,0.3539209088,0.3489045789,39375.0430568695,0.9998707032,0.0098898145,
185,0.9998722990,0.9998711319,0.9998733273,0.3500853471,0.3449468625,0.3538697503,0.3488452794,64020.0421914482,0.9998722990,0.0084478518,
186,0.9998737264,0.9998720188,0.9998755226,0.3499329448,0.3449440879,0.3536343998,0.3487042725,31062.7790455627,0.9998737264,0.0076015475,
187,0.9998753126,0.9998738022,0.9998768673,0.3496599052,0.3443785380,0.3535092543,0.3484446967,53128.1073736064,0.9998753126,0.0090407783,
188,0.9998763800,0.9998747606,0.9998777475,0.3492244212,0.3440094291,0.3529870888,0.3480195769,49798.0111349487,0.9998763800,0.0099859346,
189,0.9998768926,0.9998762550,0.9998777332,0.3488863504,0.3437329423,0.3525715473,0.3476868723,59219.9491650136,0.9998768926,0.0116184273,
190,0.9998776682,0.9998768096,0.9998787169,0.3486030976,0.3437175187,0.3521821350,0.3474108849,55566.6054492187,0.9998776682,0.0078624599,
191,0.9998786696,0.9998775826,0.9998800144,0.3482876388,0.3431417197,0.3519798483,0.3471043797,51460.2117537943,0.9998786696,0.0076116327,
192,0.9998806572,0.9998793201,0.9998816814,0.3480423325,0.3427882936,0.3518997443,0.3468752267,44388.9622668457,0.9998806572,0.0106476356,
193,0.9998821187,0.9998813553,0.9998826809,0.3474146710,0.3422722285,0.3512153766,0.3462600086,34041.3484189097,0.9998821187,0.0095158966,
194,0.9998833219,0.9998819456,0.9998845224,0.3475910022,0.3420751948,0.3517246351,0.3464466123,40797.3794148763,0.9998833219,0.0088274252,
195,0.9998840181,0.9998826108,0.9998852696,0.3475662907,0.3420801642,0.3517110302,0.3464293683,48050.6098085531,0.9998840181,0.0083954381,
196,0.9998849551,0.9998843298,0.9998856611,0.3478182028,0.3421962941,0.3519933708,0.3466908449,55502.7141048177,0.9998849551,0.0110195767,
197,0.9998861408,0.9998849840,0.9998875208,0.3479529971,0.3424585403,0.3520059828,0.3468354277,53355.2777900187,0.9998861408,0.0087820829,
198,0.9998873734,0.9998862929,0.9998887229,0.3480841585,0.3422400432,0.3525402703,0.3469778601,35439.1743815104,0.9998873734,0.0088045417,
199,0.9998885417,0.9998870144,0.9998901100,0.3480241654,0.3421942214,0.3524986056,0.3469279349,46074.8417179871,0.9998885417,0.0085891957,
200,0.9998892013,0.9998876648,0.9998907719,0.3477803169,0.3420607557,0.3520986018,0.3466904191,51243.6987175496,0.9998892013,0.0082371393,
