step,accuracy_mean,accuracy_q10,accuracy_q90,entropy_mean,entropy_q10,entropy_q90,true_cond_entropy_mean,false_cond_entropy_mean,true_mass_mean,loss_mean,reward_mean
16,0.9509517097,0.9423658438,0.9592586241,0.5708140467,0.5503292236,0.5882163138,0.3624789755,2.3884154638,0.9509517097,-0.0056203088,0.8268229167
17,0.9581661566,0.9522337866,0.9632742815,0.5370136758,0.5226228924,0.5542953024,0.3504075453,2.2918471305,0.9581661566,-0.0065272252,0.7805989583
18,0.9606705570,0.9550066872,0.9652439728,0.5177834960,0.5086009393,0.5291846175,0.3418527569,2.3042911243,0.9606705570,0.2440760682,0.9329427083
19,0.9652397474,0.9605494461,0.9699846573,0.4946782047,0.4835480127,0.5086589475,0.3323894159,2.2781417942,0.9652397474,0.1476477484,0.8971354167
20,0.9670989911,0.9607043800,0.9738370056,0.4822124483,0.4625352881,0.5057516153,0.3288013677,2.2495476532,0.9670989911,0.1512442157,0.9166666667
21,0.9663671366,0.9592619410,0.9736211061,0.4899735963,0.4748881292,0.5046179619,0.3353952074,2.2956694444,0.9663671366,0.2550261219,0.9244791667
22,0.9675820327,0.9596117563,0.9751594992,0.4814599693,0.4649476981,0.5004170270,0.3320255407,2.2573168707,0.9675820327,0.0981591667,0.9251302083
23,0.9684583418,0.9609342661,0.9757648916,0.4710635549,0.4542447314,0.4883396254,0.3263991553,2.2595811272,0.9684583418,0.2303685596,0.9726562500
24,0.9698749193,0.9623548555,0.9774317942,0.4590336057,0.4470225976,0.4729174397,0.3201385051,2.2331537882,0.9698749193,0.1441107988,0.9381510417
25,0.9712112125,0.9639995890,0.9787950983,0.4483655894,0.4331951404,0.4621495938,0.3157522390,2.2147088432,0.9712112125,0.2805945973,0.9635416667
26,0.9737743966,0.9687610216,0.9799215288,0.4336798841,0.4212479651,0.4436596019,0.3124249616,2.2838769325,0.9737743966,0.1599030246,0.9401041667
27,0.9758559076,0.9711157513,0.9810314903,0.4239481632,0.4147076058,0.4313415227,0.3080163921,2.2941463804,0.9758559076,0.0973978403,0.8463541667
28,0.9751455029,0.9710628285,0.9794875875,0.4299636066,0.4283359747,0.4314908352,0.3098630637,8930.4808922211,0.9751455029,0.2333940764,0.9895833333
29,0.9759301035,0.9726005497,0.9798729630,0.4251582082,0.4217591476,0.4294413376,0.3082181582,2.2292840226,0.9759301035,0.1657346571,0.9479166667
30,0.9804271038,0.9768431854,0.9832077808,0.4127465679,0.4120856464,0.4135865357,0.3054508807,2.3033478594,0.9804271038,0.0669958765,0.8919270833
31,0.9809332005,0.9771368294,0.9839922943,0.4047147091,0.3984093485,0.4107506456,0.3006307898,2.2397842550,0.9809332005,0.2347920537,0.9824218750
32,0.9814863062,0.9778410788,0.9844754095,0.3967877471,0.3897907352,0.4031673613,0.2974799570,2.2129277786,0.9814863062,0.1558298121,0.9726562500
33,0.9838006417,0.9791028843,0.9878044720,0.3858568043,0.3793246813,0.3934444804,0.2941552666,2.2955283658,0.9838006417,0.1674043747,0.9459635417
34,0.9842980480,0.9796406250,0.9880840721,0.3839342093,0.3768466032,0.3929068248,0.2947920558,2.2378689162,0.9842980480,0.3518683712,0.9700520833
35,0.9841775338,0.9793411283,0.9881046858,0.3832013796,0.3769014754,0.3912804117,0.2939262289,2.2224275446,0.9841775338,0.3121646692,0.9713541667
36,0.9848805777,0.9799782262,0.9887321458,0.3766886822,0.3679530401,0.3873487234,0.2913261227,2.2382150412,0.9848805777,0.2079052776,0.9641927083
37,0.9871636820,0.9839490614,0.9897048216,0.3659774621,0.3561817036,0.3767950954,0.2859226273,2.2263143571,0.9871636820,0.2139660766,0.9518229167
38,0.9874821162,0.9843662872,0.9899570599,0.3577319149,0.3485393951,0.3668710163,0.2797258711,2.1837240934,0.9874821162,0.2777124941,0.9752604167
39,0.9886634922,0.9849053960,0.9917180314,0.3481048169,0.3354034886,0.3622113609,0.2766780398,2.1730617905,0.9886634922,0.2887772967,0.9843750000
40,0.9896631296,0.9870964847,0.9918413005,0.3431010272,0.3350517163,0.3528023615,0.2749368320,2.1758480628,0.9896631296,0.1767689881,0.9550781250
41,0.9901301328,0.9874443302,0.9923801880,0.3370722697,0.3295611873,0.3464190207,0.2720374835,2.3016645575,0.9901301328,0.1820218439,0.9746093750
42,0.9899716830,0.9872820663,0.9922101612,0.3394251724,0.3330767574,0.3474798479,0.2734709977,2.3356328662,0.9899716830,0.0799037963,0.9921875000
43,0.9901937699,0.9874825335,0.9924692068,0.3303357079,0.3202445099,0.3421851509,0.2657954330,2.2058633820,0.9901937699,0.2944864631,0.9798177083
44,0.9905333893,0.9876033473,0.9930788074,0.3240666310,0.3120124111,0.3376587334,0.2619813468,2.3386423763,0.9905333893,0.2124437292,0.9850260417
45,0.9908460442,0.9878035183,0.9933991261,0.3190436509,0.3036279523,0.3354997945,0.2588194744,2.1379341523,0.9908460442,0.2299338877,0.9869791667
46,0.9924409310,0.9912741489,0.9935670528,0.3132107544,0.3038246410,0.3244695070,0.2590393643,2.2544444164,0.9924409310,0.1954525014,0.9602864583
47,0.9928068892,0.9916843815,0.9938443775,0.3087090049,0.3013933265,0.3184204104,0.2568105394,2.2733015219,0.9928068892,0.1850873729,0.9726562500
48,0.9930017273,0.9918841324,0.9939880695,0.3016284076,0.2920625620,0.3141498652,0.2511256974,2.2566212257,0.9930017273,0.1605756655,0.9837239583
49,0.9927618504,0.9917802963,0.9936358185,0.3038481927,0.2939026356,0.3172794418,0.2519270419,2.2384633176,0.9927618504,0.2282543580,0.9947916667
50,0.9928677837,0.9918786235,0.9937653232,0.3023678482,0.2916553648,0.3153451059,0.2512733661,2.1564684582,0.9928677837,0.1909168263,0.9856770833
51,0.9930041536,0.9920530825,0.9938382807,0.2967189006,0.2845363810,0.3102010806,0.2466362039,4360.6327499215,0.9930041536,0.2497769694,0.9915364583
52,0.9930540530,0.9919324541,0.9939816446,0.2956661963,0.2819671731,0.3122476029,0.2459029531,3410.7242536052,0.9930540530,0.1889715865,0.9889322917
53,0.9932080801,0.9920999708,0.9940593424,0.2931178447,0.2795170605,0.3088815510,0.2442435765,10035.4300024192,0.9932080801,0.2006963988,0.9908854167
54,0.9934740472,0.9924083633,0.9942880726,0.2880808310,0.2758639631,0.3022566376,0.2409311420,2.1438654470,0.9934740472,0.2264710168,0.9804687500
55,0.9941607626,0.9934351230,0.9948753161,0.2826123710,0.2728340626,0.2961105261,0.2389342570,2.1348271084,0.9941607626,0.1820058922,0.9759114583
56,0.9939886355,0.9933474751,0.9947335510,0.2832866249,0.2730080032,0.2969086909,0.2384635512,3516.2185270246,0.9939886355,0.2753330419,0.9791666667
57,0.9942065398,0.9936499457,0.9948544345,0.2778724444,0.2693324299,0.2887842722,0.2343890019,3789.4800441138,0.9942065398,0.2324039986,0.9889322917
58,0.9942784341,0.9936999702,0.9949052544,0.2762246976,0.2656760521,0.2904299359,0.2332962966,3305.1307935174,0.9942784341,0.2332156574,0.9895833333
59,0.9943782393,0.9937228060,0.9950451059,0.2745706381,0.2614255972,0.2917532182,0.2325198030,3230.5843542465,0.9943782393,0.1479110147,0.9921875000
60,0.9944711192,0.9937713966,0.9951866531,0.2726934010,0.2599422853,0.2903761237,0.2313403175,3031.9558736165,0.9944711192,0.2439316511,0.9889322917
61,0.9947181845,0.9941846604,0.9953292012,0.2689830861,0.2565668521,0.2859239140,0.2289478266,8688.1007771190,0.9947181845,0.2041072746,0.9895833333
62,0.9948188631,0.9943188581,0.9953719645,0.2690186367,0.2561627746,0.2845491867,0.2295519418,2833.2327684514,0.9948188631,0.1819054385,0.9889322917
63,0.9950048216,0.9944370975,0.9955709343,0.2626644031,0.2464055738,0.2816752443,0.2247367638,2733.9109461689,0.9950048216,0.1112120623,0.9661458333
64,0.9951246524,0.9945045381,0.9957646623,0.2608084422,0.2446255794,0.2787323999,0.2236710143,2.1378739818,0.9951246524,0.1826685841,0.9850260417
65,0.9951423677,0.9944935770,0.9957827425,0.2607928648,0.2439159036,0.2803863468,0.2239840382,3211.9660291783,0.9951423677,0.1989145751,0.9934895833
66,0.9951877069,0.9946330357,0.9957439899,0.2602609356,0.2427635326,0.2795264034,0.2236963777,9768.3834804169,0.9951877069,0.1857066303,0.9869791667
67,0.9952771537,0.9949026737,0.9956635303,0.2597263449,0.2447024989,0.2758913994,0.2237195838,3193.3526515039,0.9952771537,0.1809658955,0.9889322917
68,0.9953910391,0.9950586967,0.9957481403,0.2575940553,0.2437794938,0.2732415318,0.2223044795,2858.0300741609,0.9953910391,0.1814559450,0.9889322917
69,0.9954156780,0.9950965915,0.9957501464,0.2598360680,0.2458454947,0.2732612667,0.2247138174,2696.7140816275,0.9954156780,0.2325103780,0.9850260417
70,0.9953205808,0.9949333501,0.9956984353,0.2640455900,0.2513745384,0.2787078595,0.2282126274,2839.4620156511,0.9953205808,0.2170240233,0.9947916667
71,0.9953670708,0.9950155463,0.9957307811,0.2636337632,0.2507114694,0.2780654709,0.2282117396,2796.0188497273,0.9953670708,0.1592504183,0.9934895833
72,0.9954803642,0.9951311016,0.9958515148,0.2608945711,0.2473090327,0.2761148083,0.2261533477,2870.4805136077,0.9954803642,0.2162714601,0.9928385417
73,0.9956053917,0.9953144116,0.9959389462,0.2610672428,0.2472363284,0.2762078321,0.2270453466,2659.4606320492,0.9956053917,0.1843902369,0.9895833333
74,0.9957139317,0.9954773369,0.9960393143,0.2586002111,0.2451412086,0.2713106441,0.2252056211,3199.5866009426,0.9957139317,0.2573906481,0.9915364583
75,0.9957688959,0.9954908481,0.9961190066,0.2527197909,0.2429597063,0.2615151777,0.2196237332,2541.4462374878,0.9957688959,0.2353389561,0.9915364583
76,0.9959039489,0.9957221937,0.9961549234,0.2500080967,0.2425156965,0.2575402803,0.2177573413,7943.0167843866,0.9959039489,0.1848410765,0.9902343750
77,0.9959002670,0.9956170382,0.9962225890,0.2498930812,0.2419119961,0.2579192011,0.2177251345,2.2287791808,0.9959002670,0.0881673905,0.9947916667
78,0.9959980599,0.9956816854,0.9963543272,0.2487439579,0.2370542507,0.2608757367,0.2172365731,2100.6864960829,0.9959980599,0.1497793247,0.9856770833
79,0.9960696387,0.9957900648,0.9963367357,0.2486382413,0.2371768484,0.2608346491,0.2175888697,2.0960310189,0.9960696387,0.1798726171,0.9915364583
80,0.9961945494,0.9959700623,0.9964082813,0.2462185156,0.2383174748,0.2562527804,0.2159822529,2.2249337498,0.9961945494,0.1892303675,0.9941406250
81,0.9962853257,0.9960796309,0.9964635572,0.2440240461,0.2375294843,0.2524985027,0.2144180486,2.0870629883,0.9962853257,0.1643886715,0.9863281250
82,0.9963310734,0.9961191053,0.9965241423,0.2414149396,0.2331939468,0.2509070816,0.2122076241,2175.0508803050,0.9963310734,0.1383148717,0.9941406250
83,0.9963921658,0.9961423478,0.9966070065,0.2386685777,0.2291004977,0.2490962806,0.2097929218,2057.1571326860,0.9963921658,0.2474027425,0.9882812500
84,0.9962229276,0.9959018350,0.9965730195,0.2352662140,0.2260580940,0.2466276183,0.2053164492,2.2003329897,0.9962229276,0.2275087560,0.9921875000
85,0.9962815285,0.9960101628,0.9966170068,0.2322905252,0.2233751984,0.2430374827,0.2028069413,2466.9357697058,0.9962815285,0.1573610504,0.9928385417
86,0.9963081861,0.9959448652,0.9967112131,0.2328987951,0.2219505076,0.2433444664,0.2035779186,2479.3241903019,0.9963081861,0.2107338309,0.9947916667
87,0.9963456790,0.9959919987,0.9967273350,0.2343175940,0.2244354489,0.2444198430,0.2052885893,2411.1073176146,0.9963456790,0.2157115142,0.9967447917
88,0.9963681094,0.9961579332,0.9966278467,0.2342268435,0.2260043654,0.2443163562,0.2053484669,2274.4824069659,0.9963681094,0.1638146912,0.9947916667
89,0.9964627218,0.9962797241,0.9967097626,0.2306695952,0.2240480111,0.2391992271,0.2024137436,3963.2364017248,0.9964627218,0.2064420730,0.9947916667
90,0.9965804235,0.9963956270,0.9967701178,0.2285977674,0.2238084071,0.2345413849,0.2010258649,2.0847435951,0.9965804235,0.1501898418,0.9902343750
91,0.9965223281,0.9963755198,0.9967213869,0.2311706185,0.2253797238,0.2388744814,0.2031773099,1572.8289363114,0.9965223281,0.2065646996,0.9895833333
92,0.9965632359,0.9964352903,0.9967107000,0.2329373894,0.2272342392,0.2397559925,0.2052232897,1585.3111415084,0.9965632359,0.2100654890,0.9934895833
93,0.9965994930,0.9965087528,0.9967218914,0.2331218515,0.2270964031,0.2400829072,0.2056826240,5037.2592009131,0.9965994930,0.2250618984,0.9947916667
94,0.9966361491,0.9965352573,0.9967566700,0.2334205359,0.2261813322,0.2418798910,0.2063145039,4788.8905098613,0.9966361491,0.1475797817,0.9934895833
95,0.9967062068,0.9965677652,0.9968523245,0.2325139725,0.2259073069,0.2411147406,0.2058084126,4882.0927272415,0.9967062068,0.1534327803,0.9973958333
96,0.9967389997,0.9966107073,0.9968799143,0.2315840654,0.2244958162,0.2409878292,0.2050882363,4764.0450330830,0.9967389997,0.1965871900,0.9954427083
97,0.9968225574,0.9967020588,0.9969666767,0.2295909594,0.2216038835,0.2393568404,0.2036679618,4732.9692127085,0.9968225574,0.2030154814,0.9928385417
98,0.9968406638,0.9967325969,0.9969819407,0.2283714249,0.2218242521,0.2374866366,0.2025860492,1181.7755611738,0.9968406638,0.1761239283,0.9921875000
99,0.9968965960,0.9967477684,0.9971016998,0.2272084616,0.2182718912,0.2388993222,0.2018103288,1200.3262347428,0.9968965960,0.1052698654,0.9921875000
100,0.9969436272,0.9968206606,0.9971109877,0.2261173991,0.2179188226,0.2365947617,0.2011063306,4739.4194203281,0.9969436272,0.1840163569,0.9921875000
101,0.9970210218,0.9969008322,0.9971489859,0.2221938660,0.2095690911,0.2352534921,0.1976606506,4335.7472767289,0.9970210218,0.2161185841,0.9941406250
102,0.9970613686,0.9968735347,0.9972565589,0.2188710131,0.2072515246,0.2332367016,0.1946604539,4764.0900435479,0.9970613686,0.2858641942,0.9941406250
103,0.9970333878,0.9968405972,0.9972142811,0.2218572209,0.2099857340,0.2361919312,0.1974440387,1237.6778630654,0.9970333878,0.1588857025,0.9960937500
104,0.9971150176,0.9969554253,0.9972753677,0.2190974339,0.2069614022,0.2330906994,0.1952705526,1268.6366261959,0.9971150176,0.1364089499,0.9915364583
105,0.9971140615,0.9969191341,0.9973013763,0.2175916437,0.2059680181,0.2309776721,0.1937798847,1802.5576907682,0.9971140615,0.0685521886,0.9895833333
106,0.9971373208,0.9969921656,0.9973226137,0.2154426413,0.2053404461,0.2279834379,0.1918789025,2.0310617367,0.9971373208,0.1570431441,0.9960937500
107,0.9971747224,0.9970245657,0.9973632002,0.2152464067,0.2052133968,0.2276747499,0.1919365139,5571.2226539723,0.9971747224,0.1813681349,0.9960937500
108,0.9971817048,0.9970173030,0.9973754478,0.2159013692,0.2051256481,0.2283517979,0.1926595241,3422.9997378270,0.9971817048,0.1975239366,0.9960937500
109,0.9972496978,0.9970462065,0.9974576578,0.2139229446,0.2023971940,0.2269155015,0.1911668041,3578.2935451460,0.9972496978,0.1415064409,0.9941406250
110,0.9972756100,0.9970915337,0.9974619370,0.2147403051,0.2051615635,0.2252934548,0.1921253032,2.1129806010,0.9972756100,0.1523872465,0.9908854167
111,0.9973745131,0.9972181668,0.9975319066,0.2083218269,0.1985990427,0.2198172281,0.1863648749,1982.5674792290,0.9973745131,0.2122244090,0.9941406250
112,0.9972962340,0.9971456499,0.9974498892,0.2091564015,0.1981453015,0.2204670151,0.1866456044,3553.4737066921,0.9972962340,0.1420083493,0.9947916667
113,0.9972533854,0.9970840321,0.9973934288,0.2129982937,0.2044471977,0.2197181368,0.1902049214,3423.0025099993,0.9972533854,0.2069338908,0.9947916667
114,0.9972815879,0.9971040821,0.9974382687,0.2088494300,0.1994480119,0.2169890635,0.1862708971,12600.0604299211,0.9972815879,0.1854309440,0.9960937500
115,0.9973499489,0.9971668110,0.9975239697,0.2067116030,0.1976700466,0.2147666070,0.1846500941,2510.3489269972,0.9973499489,0.1025313710,0.9908854167
116,0.9974000271,0.9972507973,0.9975552349,0.2067247445,0.1973716817,0.2149571936,0.1850009716,2460.6322767083,0.9974000271,0.1866865456,0.9921875000
117,0.9975044839,0.9974256172,0.9975956955,0.2050680467,0.1939519682,0.2142355502,0.1841094319,5254.5246840318,0.9975044839,0.1668483317,0.9915364583
118,0.9975243179,0.9974154882,0.9976244478,0.2024162759,0.1921453233,0.2116902618,0.1816253878,2187.4724468454,0.9975243179,0.1199210510,0.9921875000
119,0.9975307369,0.9973809643,0.9976765499,0.2045514339,0.1974492569,0.2113496308,0.1838106762,5198.6691950369,0.9975307369,0.1421377758,0.9947916667
120,0.9975564901,0.9974258223,0.9976850061,0.2042625473,0.1964545612,0.2111863265,0.1837236888,4999.9673719883,0.9975564901,0.1284737736,0.9954427083
121,0.9975953468,0.9974555445,0.9977421694,0.2034688728,0.1951776029,0.2125532092,0.1832258781,4962.8165567875,0.9975953468,0.1720882207,0.9947916667
122,0.9976057275,0.9975100622,0.9977125425,0.2039477694,0.1937446196,0.2137787268,0.1837650356,2.0502900044,0.9976057275,0.1254818986,0.9941406250
123,0.9976323255,0.9975203967,0.9977540488,0.2014985211,0.1952175802,0.2077044216,0.1815258272,7253.6891985528,0.9976323255,0.2037668327,0.9928385417
124,0.9976231813,0.9975122271,0.9977681894,0.2041637990,0.1965281947,0.2135053697,0.1841537138,9982.3985247930,0.9976231813,0.1911660607,0.9973958333
125,0.9976454186,0.9974579859,0.9978540182,0.2024146677,0.1959928319,0.2114051657,0.1826083570,5906.4443665266,0.9976454186,0.1877042303,0.9934895833
126,0.9976499017,0.9974791088,0.9978584576,0.2017742850,0.1928776137,0.2132249323,0.1820052377,15461.4635299857,0.9976499017,0.1472398887,0.9895833333
127,0.9976592628,0.9974767547,0.9978565993,0.2014531738,0.1928255720,0.2120388350,0.1817496685,5980.8954542001,0.9976592628,0.1259676615,0.9947916667
128,0.9977004178,0.9975358257,0.9978764782,0.2007560943,0.1892888396,0.2143231533,0.1813516196,5807.1255833022,0.9977004178,0.1801766902,0.9967447917
129,0.9977286784,0.9976203518,0.9978368092,0.1980152104,0.1866466970,0.2108292298,0.1788259230,5726.3755782938,0.9977286784,0.2234022369,0.9954427083
130,0.9977114566,0.9975763431,0.9978440833,0.1983538149,0.1873947144,0.2106462760,0.1790227789,5509.0491058667,0.9977114566,0.1812009066,0.9967447917
131,0.9976960746,0.9975617251,0.9978474307,0.1988166211,0.1878656372,0.2114781421,0.1793950293,2386.1573295546,0.9976960746,0.1588390966,0.9960937500
132,0.9977480292,0.9976345124,0.9978951402,0.1980357925,0.1847865754,0.2124918200,0.1790141873,5235.9387713321,0.9977480292,0.1530966287,0.9921875000
133,0.9977340897,0.9975622087,0.9979388719,0.1983262936,0.1849020102,0.2130677159,0.1792254310,4891.2869615968,0.9977340897,0.0690977064,0.9973958333
134,0.9977055113,0.9975293083,0.9979260921,0.1966179655,0.1844249542,0.2099375899,0.1773117276,2761.9422841422,0.9977055113,0.2013424387,0.9954427083
135,0.9977076578,0.9975316839,0.9979350309,0.1985491105,0.1873147018,0.2105275142,0.1792431982,2777.2466418711,0.9977076578,0.1688441137,0.9960937500
136,0.9977133544,0.9975249643,0.9979559412,0.1985856579,0.1876899945,0.2104409233,0.1793360668,8321.5996669849,0.9977133544,0.1331060032,0.9960937500
137,0.9978008382,0.9976552620,0.9979967957,0.1974511151,0.1875844690,0.2096150519,0.1787943937,6235.4612551403,0.9978008382,0.1379569024,0.9915364583
138,0.9978610134,0.9977119732,0.9980444546,0.1951559460,0.1877501242,0.2051781638,0.1769221203,4155.5789385891,0.9978610134,0.2029819687,0.9954427083
139,0.9978865250,0.9977266560,0.9980611115,0.1935010254,0.1846091554,0.2051907632,0.1754661534,4211.3740143951,0.9978865250,0.1306304783,0.9954427083
140,0.9976184297,0.9971186323,0.9980756693,0.1956485363,0.1877068384,0.2065484293,0.1755996227,4664.6452377526,0.9976184297,0.2123630978,0.9947916667
141,0.9976459392,0.9971486454,0.9981088619,0.1948484192,0.1864769599,0.2062135746,0.1750247798,2230.9152481937,0.9976459392,0.1647374456,0.9967447917
142,0.9976825237,0.9972206740,0.9981222034,0.1924992375,0.1837757738,0.2046452978,0.1729322211,4677.0458475606,0.9976825237,0.2231901785,0.9986979167
143,0.9976616208,0.9972248449,0.9981061773,0.1952506469,0.1853938795,0.2076267077,0.1755422274,4596.3848083814,0.9976616208,0.1768167565,0.9941406250
144,0.9977392435,0.9973132067,0.9981472063,0.1943187016,0.1845167191,0.2068599403,0.1751693424,1988.8209232680,0.9977392435,0.1335890368,0.9960937500
145,0.9977573880,0.9973588371,0.9981446590,0.1944781627,0.1849675342,0.2073066274,0.1754811962,4217.5975489887,0.9977573880,0.1816606522,0.9986979167
146,0.9978338989,0.9975482121,0.9981459789,0.1938915980,0.1838023012,0.2075831106,0.1754713027,2081.8298823913,0.9978338989,0.0955156224,0.9947916667
147,0.9977875614,0.9974483662,0.9981322880,0.1895468485,0.1756130672,0.2057375665,0.1707523719,3466.4645632346,0.9977875614,0.2231884226,1.0000000000
148,0.9977997986,0.9974801226,0.9981271715,0.1892561315,0.1757079723,0.2063482277,0.1705522764,5676.6681640752,0.9977997986,0.1867520362,0.9960937500
149,0.9978400699,0.9974866161,0.9981986275,0.1877448106,0.1712100130,0.2066316491,0.1693552083,2174.9701494582,0.9978400699,0.1855883971,0.9960937500
150,0.9978979564,0.9975541372,0.9982538042,0.1853455031,0.1701519538,0.2031857029,0.1673733381,1.9885535606,0.9978979564,0.1238814890,0.9954427083
151,0.9979059593,0.9975689106,0.9982544518,0.1857369733,0.1731001163,0.2015594840,0.1678246395,2125.3513014762,0.9979059593,0.1601011132,0.9941406250
152,0.9979448311,0.9975938501,0.9982734289,0.1842203317,0.1712082075,0.2006336712,0.1665633128,2162.5636359469,0.9979448311,0.1289350713,0.9960937500
153,0.9979891920,0.9976954618,0.9982741075,0.1838399432,0.1709535021,0.2004964002,0.1665179084,3559.6016273864,0.9979891920,0.1620508482,0.9941406250
154,0.9979406230,0.9976854773,0.9982371283,0.1844710779,0.1707909718,0.2020899734,0.1669355275,1.9903710159,0.9979406230,0.1445566714,0.9973958333
155,0.9979155016,0.9976671515,0.9982232466,0.1856211404,0.1712636631,0.2047794921,0.1679581962,1.9402733644,0.9979155016,0.2116495768,0.9934895833
156,0.9979720338,0.9977590532,0.9982407389,0.1867180226,0.1714658921,0.2062562044,0.1694917623,1.9768164062,0.9979720338,0.1488086646,0.9928385417
157,0.9980153577,0.9978208017,0.9982737055,0.1835511712,0.1688626069,0.2020735019,0.1666192927,1.9779466391,0.9980153577,0.0988242142,0.9960937500
158,0.9980461995,0.9978500309,0.9983054638,0.1801121678,0.1645586307,0.1987971585,0.1633831855,5726.2901980766,0.9980461995,0.1920188467,0.9973958333
159,0.9981105741,0.9979344797,0.9983324709,0.1767500316,0.1617906538,0.1940788546,0.1604880669,3888.5690276702,0.9981105741,0.1156667024,0.9973958333
160,0.9981175248,0.9979416609,0.9983426466,0.1778879118,0.1643831464,0.1937638375,0.1616685301,3634.0540460682,0.9981175248,0.1171203901,0.9967447917
161,0.9981327621,0.9979115739,0.9983718286,0.1780770759,0.1661207179,0.1926961216,0.1619498709,3478.8958582147,0.9981327621,0.2310985327,0.9921875000
162,0.9981435100,0.9978995509,0.9984096484,0.1777093810,0.1655965799,0.1946323103,0.1616102410,3398.1428260279,0.9981435100,0.1368455489,0.9947916667
163,0.9981403232,0.9979267530,0.9983949823,0.1760843386,0.1640391318,0.1925478112,0.1600067957,2.0024649111,0.9981403232,0.1405335919,0.9973958333
164,0.9981843670,0.9979604645,0.9984393787,0.1737478898,0.1617845100,0.1897039112,0.1580422675,1.9800825834,0.9981843670,0.1250168160,0.9947916667
165,0.9982420675,0.9980782700,0.9984530392,0.1728334172,0.1586851265,0.1891601164,0.1575456490,2932.4046727292,0.9982420675,0.1815080593,0.9947916667
166,0.9982427311,0.9980857439,0.9984435816,0.1725133382,0.1587817944,0.1887281934,0.1572017310,14067.1100350650,0.9982427311,0.1730242943,0.9973958333
167,0.9982551424,0.9980856552,0.9984556751,0.1718989788,0.1588868690,0.1882260218,0.1566737107,4649.1921836249,0.9982551424,0.0980472316,0.9973958333
168,0.9982295322,0.9980906954,0.9984085398,0.1723544591,0.1572318530,0.1896694686,0.1569332619,2823.7430786339,0.9982295322,0.2308057249,1.0000000000
169,0.9982499941,0.9981353807,0.9984039030,0.1693860179,0.1568745945,0.1832605191,0.1541115789,6521.0020546675,0.9982499941,0.1281219920,0.9947916667
170,0.9982610822,0.9981338587,0.9984373732,0.1685220098,0.1565925987,0.1826772048,0.1533384879,4993.6921724828,0.9982610822,0.1108990212,0.9967447917
171,0.9982661192,0.9981378489,0.9984389563,0.1687552925,0.1551178616,0.1842599634,0.1536407960,13069.2595744483,0.9982661192,0.1878223618,0.9947916667
172,0.9982791750,0.9981609173,0.9984344444,0.1702955107,0.1558119360,0.1858091451,0.1552817329,2752.3177846861,0.9982791750,0.1280031651,0.9980468750
