step,accuracy_mean,accuracy_q10,accuracy_q90,entropy_mean,entropy_q10,entropy_q90,true_cond_entropy_mean,false_cond_entropy_mean,true_mass_mean,loss_mean,reward_mean
12,0.9298779464,0.9212074118,0.9378364153,0.6910979072,0.6573243070,0.7336992917,0.3950563568,2.3502356561,0.9298779464,0.0654585895,0.7550455729
13,0.9433855279,0.9370434923,0.9495471888,0.6450967427,0.6321994956,0.6622306273,0.3852711703,2.3817796071,0.9433855279,-0.0550794005,0.7835286458
14,0.9345231994,0.9224252453,0.9467594852,0.6580255044,0.6299657218,0.6892764862,0.3797509013,2.3629027510,0.9345231994,-0.0344281184,0.7688802083
15,0.9395828589,0.9297544646,0.9489438491,0.6302678641,0.6129310465,0.6544542437,0.3722526236,2.3289754025,0.9395828589,0.1795851228,0.9306640625
16,0.9486739763,0.9405603838,0.9566949396,0.5781662764,0.5671027222,0.5911195674,0.3579344505,2.3135914246,0.9486739763,-0.0412149777,0.8302408854
17,0.9535781614,0.9476951156,0.9591737571,0.5553451153,0.5423365464,0.5700794978,0.3475376532,2.3305865955,0.9535781614,0.0732596926,0.8032226562
18,0.9562339441,0.9507952633,0.9610669823,0.5380424591,0.5274971216,0.5500389116,0.3416782506,2.3042451318,0.9562339441,0.2192880064,0.9358723958
19,0.9648323933,0.9603202057,0.9691128654,0.5089164585,0.4851710234,0.5350724587,0.3396377136,2.3959913874,0.9648323933,0.0891923929,0.8429361979
20,0.9678944461,0.9613306913,0.9749484320,0.4849932635,0.4606316938,0.5186453972,0.3299128904,2.4232262754,0.9678944461,0.1068500752,0.9033203125
21,0.9672217345,0.9613613205,0.9747262173,0.4881164237,0.4628760929,0.5121015139,0.3325216393,2.2792934863,0.9672217345,0.2295208822,0.9472656250
22,0.9693835425,0.9624714170,0.9764752393,0.4722535841,0.4472855151,0.5036568100,0.3250006294,2.2576821470,0.9693835425,0.1380057931,0.9335937500
23,0.9700656740,0.9632829800,0.9771760674,0.4650795792,0.4405242271,0.4946054616,0.3216175910,2.2613312848,0.9700656740,0.2193976045,0.9728190104
24,0.9726632818,0.9644543381,0.9817805786,0.4481334239,0.4134075372,0.4855482552,0.3173428575,2.2605922047,0.9726632818,0.1566538413,0.9358723958
25,0.9730488650,0.9643629508,0.9825213504,0.4409056427,0.4062947512,0.4777982802,0.3133041656,2.3623522043,0.9730488650,0.2553457121,0.9651692708
26,0.9757190243,0.9686982718,0.9844383535,0.4283498424,0.3986084000,0.4570811783,0.3113861386,2.3198851681,0.9757190243,0.1859967411,0.9495442708
27,0.9794780811,0.9746778879,0.9857264566,0.4153121136,0.3932257485,0.4370413980,0.3067106060,2.2535308361,0.9794780811,0.1204709013,0.8466796875
28,0.9790429521,0.9749330659,0.9843955178,0.4197385689,0.4043488368,0.4368231186,0.3079738410,2.3522670984,0.9790429521,0.2732434350,0.9915364583
29,0.9815806667,0.9764202051,0.9862713499,0.4040731118,0.3966674967,0.4103876700,0.3026278460,2.2337018474,0.9815806667,0.1888895221,0.9438476562
30,0.9853736027,0.9825223989,0.9876195459,0.3935405137,0.3881272988,0.3981156616,0.3010024879,6446.9051706123,0.9853736027,0.0561029414,0.8989257812
31,0.9859300995,0.9831311164,0.9882001452,0.3863828091,0.3797258269,0.3921415874,0.2973326341,2.3669465351,0.9859300995,0.2262349923,0.9786783854
32,0.9864145390,0.9834960966,0.9886741209,0.3817187430,0.3750541286,0.3865816684,0.2957118215,2.2686805614,0.9864145390,0.2280027568,0.9806315104
33,0.9875571688,0.9843220310,0.9900591469,0.3695871592,0.3634400012,0.3763080881,0.2908412276,6068.5320329634,0.9875571688,0.1675768966,0.9654947917
34,0.9880443724,0.9849306731,0.9905298247,0.3643116639,0.3575275954,0.3709815749,0.2879995110,2.2343292936,0.9880443724,0.3337203662,0.9757486979
35,0.9882460427,0.9850154872,0.9909440722,0.3613796433,0.3545127507,0.3673304392,0.2860270868,2.2710997804,0.9882460427,0.2874278476,0.9700520833
36,0.9893521659,0.9872652698,0.9912544074,0.3564733058,0.3498692982,0.3614720361,0.2845975290,2.2119045115,0.9893521659,0.1688338108,0.9539388021
37,0.9896758525,0.9877687435,0.9914230022,0.3523635217,0.3469504328,0.3573019581,0.2825869763,2.2754112164,0.9896758525,0.2191777428,0.9824218750
38,0.9901429113,0.9883767667,0.9917760110,0.3476735491,0.3447252142,0.3510144470,0.2804473225,2.2489505100,0.9901429113,0.2768193483,0.9812825521
39,0.9905167047,0.9889127665,0.9920052710,0.3428507145,0.3419692562,0.3436030347,0.2778349541,2.2344516071,0.9905167047,0.2919819107,0.9829101562
40,0.9912602139,0.9893174334,0.9926892633,0.3365978714,0.3327339621,0.3395513115,0.2763487649,2.1985616763,0.9912602139,0.1901760971,0.9765625000
41,0.9915072258,0.9895030003,0.9929583855,0.3328146235,0.3293067713,0.3356877375,0.2740109638,2.2607671261,0.9915072258,0.2329215109,0.9847005208
42,0.9915551027,0.9895242100,0.9930254002,0.3311978996,0.3277698827,0.3339529624,0.2727552984,2.2370516952,0.9915551027,0.0707796719,0.9941406250
43,0.9917228158,0.9896187372,0.9932826204,0.3292433421,0.3243803512,0.3328557049,0.2718486822,2.2926416254,0.9917228158,0.3520960212,0.9825846354
44,0.9919471788,0.9897494221,0.9936067257,0.3252598011,0.3187034578,0.3306846085,0.2693174801,2.1787075329,0.9919471788,0.2270572583,0.9829101562
45,0.9929869572,0.9920331607,0.9937186751,0.3176865782,0.3138825202,0.3226264133,0.2661810676,2.2221728532,0.9929869572,0.2162084033,0.9707031250
46,0.9931098477,0.9921613035,0.9938269987,0.3160797119,0.3124338984,0.3211406379,0.2654395111,2.2169370540,0.9931098477,0.1763070474,0.9879557292
47,0.9933311804,0.9924185419,0.9940549917,0.3136198413,0.3090766659,0.3199562674,0.2643661362,2.2952801085,0.9933311804,0.1613836437,0.9816080729
48,0.9934871236,0.9925796003,0.9942256784,0.3119071805,0.3064137712,0.3194906440,0.2637438808,2.3239447816,0.9934871236,0.1911304121,0.9877929688
49,0.9935063251,0.9925611296,0.9942498007,0.3118131419,0.3067882059,0.3187830980,0.2638949776,2.1903448025,0.9935063251,0.2522260845,0.9915364583
50,0.9935877458,0.9926177626,0.9943665285,0.3114567178,0.3058006685,0.3191321785,0.2641868635,2.2448662821,0.9935877458,0.1992503305,0.9887695312
51,0.9936809508,0.9926613979,0.9944535885,0.3092551645,0.3050915983,0.3146675107,0.2625500685,2.1719407749,0.9936809508,0.2661837141,0.9881184896
52,0.9937478487,0.9927003732,0.9945417123,0.3089568907,0.3024905083,0.3162248352,0.2627952566,2.1714887794,0.9937478487,0.2200232744,0.9903971354
53,0.9942163928,0.9937705088,0.9945826578,0.3032995236,0.2931510644,0.3140157638,0.2594755000,2.2182945569,0.9942163928,0.2093934764,0.9837239583
54,0.9943334309,0.9938742843,0.9947216144,0.3016525849,0.2922730734,0.3120779164,0.2585860085,2.2360290877,0.9943334309,0.2544198185,0.9876302083
55,0.9945465589,0.9940986052,0.9949210901,0.2997612401,0.2893013856,0.3107887781,0.2581551482,2.3515241973,0.9945465589,0.1955919315,0.9825846354
56,0.9946050755,0.9941268044,0.9950382919,0.2993376944,0.2880867261,0.3116682233,0.2581742414,2.3768015909,0.9946050755,0.2374057174,0.9869791667
57,0.9947425254,0.9942824736,0.9951442404,0.2952048906,0.2840331092,0.3071485753,0.2547414855,6150.0020050271,0.9947425254,0.2617084384,0.9892578125
58,0.9947937854,0.9943267989,0.9951928058,0.2952572570,0.2856062748,0.3056922252,0.2551604484,2.1781898896,0.9947937854,0.2862574582,0.9923502604
59,0.9948762019,0.9943801341,0.9953131080,0.2944342383,0.2843201244,0.3057916639,0.2549348539,2.2417848015,0.9948762019,0.1731397410,0.9934895833
60,0.9949928999,0.9945250874,0.9953982716,0.2943014445,0.2829722741,0.3070942781,0.2555435673,2.1171210766,0.9949928999,0.2970408201,0.9894205729
61,0.9950656096,0.9946068950,0.9954481215,0.2932714103,0.2809822009,0.3065485322,0.2551050566,10352.2012623517,0.9950656096,0.1842481494,0.9884440104
62,0.9952460814,0.9949449568,0.9955350599,0.2897355590,0.2765453701,0.3032018752,0.2526597601,2.1621611420,0.9952460814,0.1806694667,0.9884440104
63,0.9953271071,0.9950694485,0.9955824490,0.2891553819,0.2764098684,0.3023148171,0.2526611352,2.1704180606,0.9953271071,0.1979049761,0.9882812500
64,0.9954349907,0.9952782993,0.9956160088,0.2875403104,0.2723011432,0.3026602669,0.2517377446,2.2962786500,0.9954349907,0.2418690672,0.9892578125
65,0.9954938785,0.9953710890,0.9956446276,0.2864918361,0.2698301831,0.3039042436,0.2511213893,2.2160839065,0.9954938785,0.2567654351,0.9916992188
66,0.9955212935,0.9953287649,0.9957277231,0.2864454138,0.2721027792,0.3021406496,0.2512997802,13611.8374627304,0.9955212935,0.2108372872,0.9923502604
67,0.9956005462,0.9954339705,0.9958214102,0.2840728907,0.2692900461,0.3005628203,0.2494573987,2.3723712397,0.9956005462,0.2183133538,0.9912109375
68,0.9956871708,0.9955205736,0.9959063292,0.2815256870,0.2669578645,0.2978785913,0.2475831940,9812.0062340132,0.9956871708,0.1814237187,0.9931640625
69,0.9957989415,0.9956643257,0.9959698048,0.2797162280,0.2619727621,0.2980425172,0.2464413434,2.1975492811,0.9957989415,0.2269238134,0.9895833333
70,0.9957655287,0.9956851802,0.9958723044,0.2815810784,0.2648069615,0.2972673306,0.2481026161,2.1027262227,0.9957655287,0.3180515667,0.9915364583
71,0.9958016745,0.9957287650,0.9958898005,0.2811895319,0.2641201898,0.2967270705,0.2479773752,3746.0155670055,0.9958016745,0.1732735820,0.9905598958
72,0.9958552686,0.9958085084,0.9959104905,0.2807960139,0.2643172990,0.2952904664,0.2479808631,2.0991233174,0.9958552686,0.2182352692,0.9930013021
73,0.9959698280,0.9958983331,0.9960296369,0.2793018919,0.2608792571,0.2948875197,0.2472788350,3950.8168176826,0.9959698280,0.2008570383,0.9873046875
74,0.9960035388,0.9959422617,0.9960605516,0.2775401207,0.2593305924,0.2926116574,0.2457606210,9119.3217605797,0.9960035388,0.2197778126,0.9936523438
75,0.9960679944,0.9959965286,0.9961318512,0.2765677615,0.2579679501,0.2921990216,0.2452513778,9551.1920929750,0.9960679944,0.2772883773,0.9900716146
76,0.9961615165,0.9960697417,0.9962535930,0.2740103318,0.2573864634,0.2877064044,0.2432613556,3801.8168965340,0.9961615165,0.2341244121,0.9890950521
77,0.9962152267,0.9960976143,0.9963454342,0.2724869589,0.2565204437,0.2858640258,0.2419831806,3870.1205028439,0.9962152267,0.1443367396,0.9915364583
78,0.9962640309,0.9961775002,0.9963479028,0.2707597101,0.2543219767,0.2848809528,0.2406509374,3758.3604320192,0.9962640309,0.1792306950,0.9910481771
79,0.9963096762,0.9962268367,0.9963818107,0.2713956380,0.2542608562,0.2862625136,0.2416239762,3590.7572873084,0.9963096762,0.2645448397,0.9930013021
80,0.9963487951,0.9962437568,0.9964590545,0.2717850657,0.2562586162,0.2863106716,0.2423160112,3603.2635966031,0.9963487951,0.1473294497,0.9936523438
81,0.9964071369,0.9962749825,0.9965408974,0.2701869871,0.2543735806,0.2856621510,0.2411215985,3640.5954553111,0.9964071369,0.2309598625,0.9934895833
82,0.9964597273,0.9963583112,0.9965716996,0.2698343682,0.2547853706,0.2846962316,0.2410977538,8262.2905603997,0.9964597273,0.2062103500,0.9938151042
83,0.9965163271,0.9964042249,0.9966507993,0.2677746143,0.2533955860,0.2832140021,0.2394133369,3907.3692064317,0.9965163271,0.2817308207,0.9918619792
84,0.9965264662,0.9963980184,0.9966663327,0.2676516034,0.2498783864,0.2852903231,0.2394218425,12525.0688341570,0.9965264662,0.2396855106,0.9960937500
85,0.9965599871,0.9964372807,0.9967030010,0.2664550773,0.2492879338,0.2840291390,0.2384804972,3926.1259394439,0.9965599871,0.2431657314,0.9931640625
86,0.9966231426,0.9965290899,0.9967304487,0.2659306451,0.2486740829,0.2834103600,0.2383959609,4517.6768197664,0.9966231426,0.1681404759,0.9913736979
87,0.9966505877,0.9965530324,0.9967562623,0.2646695652,0.2475862659,0.2825590709,0.2373236150,3913.5650198158,0.9966505877,0.2350592290,0.9930013021
88,0.9966820375,0.9965493360,0.9968317151,0.2640519647,0.2478455300,0.2810035949,0.2369257669,4618.1354656521,0.9966820375,0.2203986843,0.9941406250
89,0.9967169881,0.9966006827,0.9968436484,0.2637178312,0.2462624036,0.2813720151,0.2368658000,3888.7247708209,0.9967169881,0.1869736662,0.9944661458
90,0.9967769623,0.9966833820,0.9968853703,0.2621239328,0.2451101911,0.2796338623,0.2357122584,2.0984674692,0.9967769623,0.2134364694,0.9920247396
91,0.9967359837,0.9965730696,0.9968973780,0.2590845639,0.2419460716,0.2788423057,0.2323887785,2.1420277866,0.9967359837,0.3561153710,0.9921875000
92,0.9967743095,0.9966047955,0.9969460163,0.2582474784,0.2405643618,0.2784460471,0.2318452235,13618.1545566670,0.9967743095,0.1929109370,0.9949544271
93,0.9967909384,0.9966004086,0.9969845600,0.2597484694,0.2411589671,0.2812483169,0.2334831752,2.1087966108,0.9967909384,0.2684879353,0.9936523438
94,0.9968550030,0.9966770773,0.9970348272,0.2582935468,0.2398411630,0.2794480132,0.2324806591,8930.7627052848,0.9968550030,0.1714595755,0.9939778646
95,0.9968960627,0.9967493000,0.9970411568,0.2578282301,0.2388157188,0.2788193270,0.2323116442,4436.0205681976,0.9968960627,0.1426489328,0.9952799479
96,0.9969540946,0.9968106499,0.9970905762,0.2563352787,0.2370539942,0.2776542397,0.2312265672,2.0923825185,0.9969540946,0.2225160971,0.9936523438
97,0.9969856675,0.9968478217,0.9971254611,0.2551402883,0.2357585421,0.2763668289,0.2302905081,4019.0844317818,0.9969856675,0.2900462846,0.9925130208
98,0.9970128568,0.9968535681,0.9971949186,0.2529978665,0.2336217842,0.2748718128,0.2283643105,7740.8894420322,0.9970128568,0.1644949218,0.9941406250
99,0.9970564858,0.9968789873,0.9972304430,0.2521284717,0.2321064925,0.2740469809,0.2277844602,11964.7467357079,0.9970564858,0.1692706446,0.9934895833
100,0.9970973221,0.9969096861,0.9972855253,0.2503122034,0.2315955178,0.2710500704,0.2262514826,11693.2425800625,0.9970973221,0.2397358467,0.9960937500
101,0.9971205656,0.9969047928,0.9973117542,0.2491466077,0.2298373413,0.2698324718,0.2252416289,11421.9102385807,0.9971205656,0.2076700131,0.9936523438
102,0.9971600302,0.9969589963,0.9973418317,0.2490466172,0.2290016948,0.2708940259,0.2254353559,7081.1767957242,0.9971600302,0.2532523523,0.9943033854
103,0.9972012043,0.9970335512,0.9973574915,0.2471609167,0.2287915863,0.2664954156,0.2238336897,7196.1575271845,0.9972012043,0.2045786704,0.9944661458
104,0.9972517149,0.9971059208,0.9973923225,0.2459159378,0.2278659344,0.2648856478,0.2229615831,7160.6100979900,0.9972517149,0.1894216985,0.9925130208
105,0.9972569553,0.9971162210,0.9973954453,0.2444011831,0.2280589556,0.2619005011,0.2215103255,6781.9321439028,0.9972569553,0.1258607693,0.9921875000
106,0.9972950220,0.9971488223,0.9974323592,0.2442681195,0.2279279672,0.2616392728,0.2216693137,6881.2275672897,0.9972950220,0.1837276022,0.9946289062
107,0.9973327486,0.9971979322,0.9974476938,0.2426032704,0.2262080605,0.2595065057,0.2202673791,6980.7228672520,0.9973327486,0.2204802434,0.9947916667
108,0.9973662599,0.9972377849,0.9974751334,0.2407103878,0.2247237985,0.2578421910,0.2186483757,3572.0490777683,0.9973662599,0.2243002703,0.9936523438
109,0.9973940770,0.9972571926,0.9975095501,0.2402697659,0.2237174379,0.2572761036,0.2184086150,2.0369906108,0.9973940770,0.1818656673,0.9936523438
110,0.9974147328,0.9972852831,0.9975157194,0.2397030834,0.2226472445,0.2568588181,0.2179869592,7490.6543702173,0.9974147328,0.1920241664,0.9951171875
111,0.9974258558,0.9972815332,0.9975424604,0.2386608529,0.2231470542,0.2539617820,0.2170090385,6415.5688515441,0.9974258558,0.2564649582,0.9944661458
112,0.9974483474,0.9973149176,0.9975623732,0.2371102784,0.2210994534,0.2523174849,0.2156517649,3311.2477428770,0.9974483474,0.0830364786,0.9934895833
113,0.9974713167,0.9973277016,0.9975934448,0.2373685914,0.2205203218,0.2530302758,0.2161083190,6297.5853297838,0.9974713167,0.1744464636,0.9952799479
114,0.9974931693,0.9973577261,0.9976052561,0.2358754635,0.2197840514,0.2496272006,0.2147502012,6130.0382541513,0.9974931693,0.2503171364,0.9954427083
115,0.9975212224,0.9973945274,0.9976322975,0.2345420311,0.2185224935,0.2483650733,0.2136320957,3050.5558102512,0.9975212224,0.1515821417,0.9931640625
116,0.9975674423,0.9974620051,0.9976696525,0.2336771021,0.2184917438,0.2471137021,0.2130827929,6341.2042695538,0.9975674423,0.1871839364,0.9933268229
117,0.9976027147,0.9974902468,0.9977064924,0.2314553555,0.2168642342,0.2440420573,0.2111150736,3249.2573426533,0.9976027147,0.2336913397,0.9934895833
118,0.9976409952,0.9975099525,0.9977524891,0.2307430889,0.2159845788,0.2433957837,0.2106724272,3323.6616467969,0.9976409952,0.1852901330,0.9951171875
119,0.9976376557,0.9975156221,0.9977509069,0.2307832563,0.2162975376,0.2432047260,0.2107169839,3280.2748500474,0.9976376557,0.1464238713,0.9954427083
120,0.9976569716,0.9975377665,0.9977650576,0.2304928200,0.2154022918,0.2435851214,0.2105706132,2746.2679169734,0.9976569716,0.1868484293,0.9973958333
121,0.9976657573,0.9975455942,0.9977720175,0.2307785245,0.2159537117,0.2437162488,0.2109021711,10151.5875345739,0.9976657573,0.2435396562,0.9957682292
122,0.9976787074,0.9975362344,0.9978061452,0.2296416781,0.2157054157,0.2421951280,0.2098687853,3398.1342106851,0.9976787074,0.1784422199,0.9964192708
123,0.9976993370,0.9975583153,0.9978247719,0.2300952849,0.2163267715,0.2418341622,0.2104784892,5751.2194940313,0.9976993370,0.2194233537,0.9947916667
124,0.9977189151,0.9975783129,0.9978446493,0.2291344313,0.2158231308,0.2403700154,0.2096654351,2429.6507511346,0.9977189151,0.1870374978,0.9959309896
125,0.9977471312,0.9976114202,0.9978710294,0.2284750835,0.2155704056,0.2394644452,0.2092070637,5732.5678748020,0.9977471312,0.1615858177,0.9954427083
126,0.9977175252,0.9975605125,0.9978688583,0.2291612953,0.2201905284,0.2376651793,0.2096842869,5707.7556968451,0.9977175252,0.2201524625,0.9954427083
127,0.9977352953,0.9975643854,0.9978965464,0.2293526532,0.2203256047,0.2375474473,0.2100162431,2367.5318890715,0.9977352953,0.1493600508,0.9951171875
128,0.9977322960,0.9975673971,0.9978828382,0.2291708791,0.2205420464,0.2370464405,0.2098048297,2957.3294803365,0.9977322960,0.1949210167,0.9956054688
129,0.9977664487,0.9976059699,0.9979112659,0.2288819032,0.2197023603,0.2371158575,0.2097723728,2920.0596970860,0.9977664487,0.1905643791,0.9939778646
130,0.9977904622,0.9976398821,0.9979116716,0.2276023738,0.2175151159,0.2365176169,0.2086644351,4937.8646787103,0.9977904622,0.1628302832,0.9947916667
131,0.9978026477,0.9976474361,0.9979359245,0.2273005461,0.2179558530,0.2353002517,0.2084497392,5093.0919743315,0.9978026477,0.2395555973,0.9969075521
132,0.9978274385,0.9976946917,0.9979436674,0.2269689586,0.2178249987,0.2348841256,0.2083118883,8922.1272757435,0.9978274385,0.2328221103,0.9947916667
133,0.9978440507,0.9977164316,0.9979576006,0.2273365193,0.2172776209,0.2360433539,0.2088342797,5235.8499911356,0.9978440507,0.1774556233,0.9954427083
134,0.9978775875,0.9977676315,0.9979781246,0.2253597683,0.2148679881,0.2353609419,0.2071213352,5434.6179161596,0.9978775875,0.1657129576,0.9957682292
135,0.9978992383,0.9977914457,0.9980009794,0.2252281872,0.2146884708,0.2351036568,0.2071435616,5167.5398853397,0.9978992383,0.2407712042,0.9962565104
136,0.9978955571,0.9977954187,0.9979886332,0.2265414025,0.2156344447,0.2365591307,0.2084507105,5161.3367329788,0.9978955571,0.1578326176,0.9980468750
137,0.9979431216,0.9978564024,0.9980310736,0.2255907424,0.2153401254,0.2352018288,0.2078489687,5360.0253371255,0.9979431216,0.1617649694,0.9952799479
138,0.9979737059,0.9978993468,0.9980560374,0.2256073412,0.2152868854,0.2358515972,0.2080919457,5546.2902137772,0.9979737059,0.2199536761,0.9951171875
139,0.9979650068,0.9978618765,0.9980574064,0.2246738450,0.2139718025,0.2342281988,0.2070977777,12001.9820935122,0.9979650068,0.2227407197,0.9965820312
140,0.9979521275,0.9978598542,0.9980567517,0.2235936830,0.2126254208,0.2336425683,0.2059029358,9234.2840557766,0.9979521275,0.2312347405,0.9947916667
141,0.9979576198,0.9978923230,0.9980402684,0.2230405974,0.2128942552,0.2318433213,0.2053962268,3360.8945778529,0.9979576198,0.2319603513,0.9947916667
142,0.9979815650,0.9978872342,0.9980917211,0.2210733513,0.2099274358,0.2299904569,0.2036043005,8880.3492376121,0.9979815650,0.2394300600,0.9949544271
143,0.9980103509,0.9979286733,0.9981096215,0.2196518697,0.2089386283,0.2273751241,0.2023856172,10278.6998378340,0.9980103509,0.1917952200,0.9960937500
144,0.9980235267,0.9979401250,0.9981302686,0.2192086691,0.2088937879,0.2269887743,0.2020465246,8787.2173321581,0.9980235267,0.1538422902,0.9967447917
145,0.9980484120,0.9979492483,0.9981629934,0.2180385271,0.2070383513,0.2266771264,0.2010666240,5496.6267017015,0.9980484120,0.1472025464,0.9949544271
146,0.9980487967,0.9979454622,0.9981628923,0.2170527457,0.2052781997,0.2267265842,0.2001098878,5627.0142121458,0.9980487967,0.1779449135,0.9972330729
147,0.9980628665,0.9979706650,0.9981775475,0.2164285382,0.2037113954,0.2277165295,0.1996017618,12043.3319325892,0.9980628665,0.1443632767,0.9967447917
148,0.9980849814,0.9979886951,0.9981973763,0.2161678394,0.2026821455,0.2285601233,0.1995098319,5872.4888592513,0.9980849814,0.1714179267,0.9960937500
149,0.9980954385,0.9980218544,0.9981822491,0.2163954320,0.2023195493,0.2299733962,0.1998423759,2162.5727002796,0.9980954385,0.2386531283,0.9951171875
150,0.9981055721,0.9980299196,0.9982033739,0.2160540732,0.2020397056,0.2297788342,0.1995766399,7750.3458656708,0.9981055721,0.1825160136,0.9969075521
151,0.9981259219,0.9980440421,0.9982237926,0.2153357260,0.2017132133,0.2288095468,0.1990070085,4962.6824764013,0.9981259219,0.1563871255,0.9957682292
152,0.9981598409,0.9980776501,0.9982570629,0.2139569983,0.2003601768,0.2264541221,0.1978719537,4993.7011034727,0.9981598409,0.1409471581,0.9964192708
153,0.9981628259,0.9980793514,0.9982650127,0.2137806367,0.2008529786,0.2250613619,0.1977194724,8465.4629386584,0.9981628259,0.2227325638,0.9975585938
154,0.9981366928,0.9980325494,0.9982655740,0.2113758147,0.1975528536,0.2231041956,0.1951248039,7054.9335179122,0.9981366928,0.2098466357,0.9967447917
155,0.9981579574,0.9980585680,0.9982840929,0.2101254598,0.1969080864,0.2214343721,0.1940459382,7129.4988608853,0.9981579574,0.2499018510,0.9952799479
156,0.9981789835,0.9980783114,0.9983004794,0.2081129089,0.1937707965,0.2199028482,0.1921920155,1883.1836846590,0.9981789835,0.1734897618,0.9967447917
157,0.9982093589,0.9981155109,0.9983192577,0.2076338281,0.1926254907,0.2199956923,0.1919453704,4559.0858370018,0.9982093589,0.1532576308,0.9972330729
158,0.9982258701,0.9981340666,0.9983334265,0.2068362900,0.1919797468,0.2189031169,0.1912725622,5204.8129666233,0.9982258701,0.1616801495,0.9977213542
159,0.9982429250,0.9981604776,0.9983479166,0.2050333394,0.1904009296,0.2172136847,0.1895873411,4521.8498140780,0.9982429250,0.1218903760,0.9964192708
160,0.9982528496,0.9981668921,0.9983568220,0.2059931652,0.1909730946,0.2173717119,0.1906184717,5428.3077676582,0.9982528496,0.1873790373,0.9964192708
161,0.9982765786,0.9981962681,0.9983789806,0.2072857132,0.1936112273,0.2175670736,0.1920884447,7683.0195934248,0.9982765786,0.3177118897,0.9973958333
162,0.9982815798,0.9981984463,0.9983962975,0.2066105850,0.1931763424,0.2178333942,0.1914326551,12567.8955323776,0.9982815798,0.1663584858,0.9969075521
163,0.9982963451,0.9982201095,0.9984002147,0.2058721003,0.1928421365,0.2170298599,0.1908115227,9703.8867935117,0.9982963451,0.1629936658,0.9959309896
164,0.9983095145,0.9982319775,0.9984155655,0.2048734617,0.1919647467,0.2158734982,0.1899220590,2951.1393251133,0.9983095145,0.1938381965,0.9952799479
165,0.9983200598,0.9982384787,0.9984285498,0.2035931301,0.1916966134,0.2138317887,0.1887294873,1988.7440863021,0.9983200598,0.1755784055,0.9952799479
166,0.9983327953,0.9982473702,0.9984409699,0.2036741225,0.1916544578,0.2137717159,0.1889151263,12121.5998617935,0.9983327953,0.1967190951,0.9972330729
167,0.9983388058,0.9982689614,0.9984332433,0.2030196171,0.1915168824,0.2121635487,0.1883121021,7719.2664890178,0.9983388058,0.1455453982,0.9975585938
168,0.9983462675,0.9982761087,0.9984363775,0.2016214250,0.1910076880,0.2095086117,0.1869770247,4763.9889930582,0.9983462675,0.2466363410,0.9960937500
169,0.9983447742,0.9982774057,0.9984355745,0.2021727903,0.1921255378,0.2096354150,0.1875217934,12472.8577965498,0.9983447742,0.1463408122,0.9967447917
170,0.9983431109,0.9982579222,0.9984513597,0.2017894151,0.1904842383,0.2108305911,0.1871368448,8038.8388190428,0.9983431109,0.1416139975,0.9967447917
171,0.9983611759,0.9982756958,0.9984721260,0.2028639270,0.1912380836,0.2124745469,0.1883592687,10026.6426991081,0.9983611759,0.2485119800,0.9967447917
172,0.9983787211,0.9983006663,0.9984836040,0.2026628404,0.1908964546,0.2118467765,0.1882997478,9808.1488848241,0.9983787211,0.1485232959,0.9973958333
