step,accuracy_mean,accuracy_q10,accuracy_q90,entropy_mean,entropy_q10,entropy_q90,true_cond_entropy_mean,false_cond_entropy_mean,true_mass_mean,loss_mean,reward_mean
42,0.9876800060,0.9873449144,0.9879784098,0.3691536562,0.3481910214,0.3864006410,0.2842500257,2.2638861163,0.9876800060,0.1278203130,
43,0.9878840979,0.9875373230,0.9881978359,0.3667523748,0.3464690435,0.3834517319,0.2830692738,2.2415374438,0.9878840979,0.4197701514,
44,0.9881750456,0.9878074703,0.9885399036,0.3634160862,0.3433638854,0.3801710663,0.2815405577,2.3055332406,0.9881750456,0.3075210055,
45,0.9884018707,0.9881058593,0.9886720080,0.3607405595,0.3406709180,0.3768861022,0.2802469140,2.2474867407,0.9884018707,0.2817194462,
46,0.9886649116,0.9883750811,0.9889231844,0.3576666230,0.3368411908,0.3747061377,0.2787820435,2.2396185605,0.9886649116,0.2545783073,
47,0.9889634180,0.9886263356,0.9892637353,0.3550807520,0.3338372445,0.3724516540,0.2777280213,2.2670640532,0.9889634180,0.2698363066,
48,0.9891774042,0.9888626828,0.9894533277,0.3528633457,0.3319173446,0.3700679417,0.2768202694,2.2614413754,0.9891774042,0.2435643772,
49,0.9892730347,0.9890062394,0.9894969487,0.3512290525,0.3304563384,0.3678102298,0.2757921042,2.2338285716,0.9892730347,0.3124297162,
50,0.9895271492,0.9892853136,0.9897525339,0.3488083829,0.3283477135,0.3650330663,0.2748361208,2.2357224067,0.9895271492,0.2993943592,
51,0.9897127167,0.9895258284,0.9899147139,0.3463254984,0.3262770748,0.3619022503,0.2735303561,2.3215899022,0.9897127167,0.3277405699,
52,0.9898341680,0.9896388359,0.9900554447,0.3449020537,0.3250320740,0.3603493042,0.2728379260,2.2222625987,0.9898341680,0.2800275087,
53,0.9899839926,0.9897724876,0.9901794891,0.3430069909,0.3225270951,0.3588009679,0.2718359033,2.2425751877,0.9899839926,0.2491675367,
54,0.9902083341,0.9899551048,0.9904057064,0.3404394307,0.3195689449,0.3568041749,0.2706515173,2.2492254257,0.9902083341,0.2974201242,
55,0.9904083912,0.9902035017,0.9905830812,0.3379523363,0.3175055735,0.3540626075,0.2694307129,2.2271543725,0.9904083912,0.2670580844,
56,0.9905441006,0.9902800789,0.9907434368,0.3368637768,0.3160810668,0.3532900293,0.2691574047,2.2383464019,0.9905441006,0.2949285954,
57,0.9906877335,0.9904125304,0.9908885398,0.3349420903,0.3141924210,0.3513374200,0.2680833522,2.2430454604,0.9906877335,0.2883318265,
58,0.9908344889,0.9905975885,0.9910048075,0.3327115164,0.3124917086,0.3482706450,0.2668176581,2.2287050724,0.9908344889,0.2888362606,
59,0.9909644532,0.9906688528,0.9912100382,0.3312706073,0.3115967765,0.3467563548,0.2661775635,2.2302896627,0.9909644532,0.2415945878,
60,0.9911212222,0.9908608246,0.9913106461,0.3293907728,0.3089903820,0.3454890397,0.2652033144,2.2243432124,0.9911212222,0.3516712586,
61,0.9912989600,0.9910874119,0.9914660702,0.3275231173,0.3075599762,0.3430720192,0.2644566260,2.2641967010,0.9912989600,0.2512823592,
62,0.9914292463,0.9912133846,0.9916002903,0.3257776463,0.3054082568,0.3415884955,0.2635495476,2.2096615871,0.9914292463,0.2522083074,
63,0.9915924160,0.9913523293,0.9917824078,0.3238443371,0.3024085686,0.3407023318,0.2626295465,2.2016539558,0.9915924160,0.2800493538,
64,0.9917070198,0.9914951820,0.9918921700,0.3223798505,0.3010323579,0.3389052551,0.2619037833,2.1911988878,0.9917070198,0.2628865689,
65,0.9918282358,0.9916325045,0.9920094252,0.3209459889,0.2993589481,0.3375352582,0.2612706904,2.1963001633,0.9918282358,0.2860515167,
66,0.9919657238,0.9917551680,0.9921378908,0.3189118916,0.2976168289,0.3354331203,0.2601043359,2.1897869507,0.9919657238,0.2778252016,
67,0.9920769231,0.9918433685,0.9922659645,0.3175559723,0.2958779233,0.3345837462,0.2594172462,2.1990563329,0.9920769231,0.2758289973,
68,0.9921983743,0.9919738674,0.9923660812,0.3161691463,0.2948682944,0.3328867923,0.2588126731,2.3395193799,0.9921983743,0.2431584646,
69,0.9923396269,0.9921240311,0.9925154877,0.3140268610,0.2926453537,0.3305798000,0.2575106621,2.2505239248,0.9923396269,0.2743323346,
70,0.9923886832,0.9921631985,0.9925826225,0.3136784291,0.2926087371,0.3301205975,0.2574929698,2.2843712711,0.9923886832,0.3011071483,
71,0.9924726605,0.9922653446,0.9926498032,0.3126935820,0.2918340487,0.3289891400,0.2570672158,2.2621194490,0.9924726605,0.2165557345,
72,0.9925696715,0.9923568254,0.9927429490,0.3118430535,0.2907167530,0.3284920502,0.2568035330,2.2071875779,0.9925696715,0.2886220217,
73,0.9926809263,0.9924635744,0.9928575525,0.3101443148,0.2890029081,0.3268984135,0.2558547580,2.2132206837,0.9926809263,0.2338329703,
74,0.9927783322,0.9925483150,0.9929736595,0.3085182261,0.2871853923,0.3253327011,0.2548218787,2.2066465123,0.9927783322,0.2769141048,
75,0.9928928828,0.9926710801,0.9930945039,0.3067900310,0.2854008240,0.3235641302,0.2538508946,2.1945354191,0.9928928828,0.3375314772,
76,0.9929939357,0.9927952700,0.9931747274,0.3053823147,0.2843087502,0.3216684947,0.2530774885,2.1553468021,0.9929939357,0.2605467041,
77,0.9930580338,0.9928580804,0.9932190156,0.3040050115,0.2835976481,0.3196300554,0.2521031296,2.2026789316,0.9930580338,0.1821295023,
78,0.9931346957,0.9929420238,0.9932981887,0.3026939156,0.2820386631,0.3183635566,0.2512943838,2.2357129192,0.9931346957,0.2243458082,
79,0.9932054106,0.9930103807,0.9933714228,0.3018224682,0.2813619808,0.3173043512,0.2509030453,2.3613743893,0.9932054106,0.2836149931,
80,0.9932902280,0.9930758753,0.9934701872,0.3007666719,0.2799971313,0.3165901518,0.2503632683,2.2133330599,0.9932902280,0.2162505786,
81,0.9933955129,0.9931645203,0.9935824738,0.2992390511,0.2788166118,0.3150429811,0.2494993913,2.2185609245,0.9933955129,0.2723184725,
82,0.9934674803,0.9932818398,0.9936290975,0.2985298802,0.2781082907,0.3142086625,0.2492684881,2.2880230983,0.9934674803,0.2228133827,
83,0.9935619362,0.9933777375,0.9937169480,0.2968734088,0.2763334270,0.3126291895,0.2482201300,2.3419832293,0.9935619362,0.3371915023,
84,0.9936099354,0.9934215908,0.9937455845,0.2960260771,0.2756588277,0.3118005322,0.2477338129,2.2028895013,0.9936099354,0.2511476775,
85,0.9936745969,0.9935048032,0.9937972760,0.2947439289,0.2742308896,0.3106437266,0.2469045387,2.1788146575,0.9936745969,0.2630780439,
86,0.9937491639,0.9935779648,0.9938852386,0.2935144633,0.2726554468,0.3096093867,0.2461283972,2.1593174140,0.9937491639,0.2196037521,
87,0.9938308231,0.9936592541,0.9939562225,0.2926855552,0.2722198234,0.3086034589,0.2458321480,2.2040275081,0.9938308231,0.3125584424,
88,0.9938843783,0.9937002420,0.9940180006,0.2919586651,0.2716691130,0.3077481540,0.2454529601,2.2602301852,0.9938843783,0.2459979653,
89,0.9939533122,0.9937688723,0.9940909472,0.2908542105,0.2705118805,0.3065885659,0.2448186219,2.2079239496,0.9939533122,0.2160273766,
90,0.9940230886,0.9938448067,0.9941588802,0.2897963611,0.2695039401,0.3054465919,0.2442329925,2.2069993289,0.9940230886,0.2380123039,
91,0.9940983677,0.9939003677,0.9942545547,0.2888899730,0.2680721159,0.3053920569,0.2437505734,2.1482992697,0.9940983677,0.3732853582,
92,0.9941597621,0.9939503489,0.9943335009,0.2878966872,0.2671253910,0.3046178074,0.2431393705,2.1474861304,0.9941597621,0.2768153101,
93,0.9942141676,0.9940091467,0.9943869543,0.2872273767,0.2667834077,0.3036912532,0.2428320915,2.3300251977,0.9942141676,0.2812465032,
94,0.9942723584,0.9940791922,0.9944278040,0.2863306107,0.2658320506,0.3026749723,0.2423685227,2.1541988325,0.9942723584,0.2015001203,
95,0.9943253883,0.9941203899,0.9944922581,0.2855135085,0.2649824846,0.3019313471,0.2418944808,2.1338391352,0.9943253883,0.1823541373,
96,0.9943972381,0.9942003536,0.9945514240,0.2846364309,0.2637225033,0.3013219124,0.2414954416,2.1274271647,0.9943972381,0.2622357210,
97,0.9944595957,0.9942835464,0.9945986824,0.2831672303,0.2624312904,0.2995312955,0.2404440365,2.1444637203,0.9944595957,0.2980032265,
98,0.9945219024,0.9943297911,0.9946697187,0.2821622823,0.2616545331,0.2983548882,0.2398795380,2.1461594931,0.9945219024,0.2387815317,
99,0.9945667307,0.9943793154,0.9947053518,0.2815537059,0.2609819746,0.2976475201,0.2395726208,2.2853265540,0.9945667307,0.1797028631,
100,0.9946074661,0.9944154129,0.9947517815,0.2809804485,0.2603953866,0.2972175378,0.2392841635,2.2943171787,0.9946074661,0.2505170405,
101,0.9946571517,0.9944594054,0.9948069892,0.2800849468,0.2592599869,0.2966412559,0.2387081283,8203.9553074328,0.9946571517,0.2700303594,
102,0.9947165449,0.9945167160,0.9948716183,0.2791824490,0.2584951193,0.2956007793,0.2382144139,2.2188353284,0.9947165449,0.3050299982,
103,0.9947594547,0.9945668964,0.9949057026,0.2784470946,0.2577367928,0.2948434551,0.2377664328,2.1692195400,0.9947594547,0.2474658191,
104,0.9948419007,0.9946575084,0.9949830356,0.2769485835,0.2563737373,0.2932782240,0.2368190664,8241.2056075001,0.9948419007,0.2428100407,
105,0.9948674456,0.9946863985,0.9950068979,0.2764253759,0.2561105233,0.2924835612,0.2364951038,2.2377388795,0.9948674456,0.1587780590,
106,0.9949200098,0.9947390881,0.9950546989,0.2758561621,0.2551736879,0.2923734212,0.2363018262,2.1619202582,0.9949200098,0.2437502642,
107,0.9949659403,0.9947884674,0.9950948811,0.2750726616,0.2542033548,0.2917387238,0.2358276033,2.2640246360,0.9949659403,0.2346399228,
108,0.9950093285,0.9948443232,0.9951315851,0.2743310332,0.2538946867,0.2904687243,0.2353876028,2.1548687998,0.9950093285,0.2268446485,
109,0.9950477211,0.9948852196,0.9951649570,0.2736359483,0.2531280345,0.2898616713,0.2349623032,2.2044205332,0.9950477211,0.2177847375,
110,0.9950953603,0.9949268408,0.9952239885,0.2727716837,0.2525487361,0.2889102669,0.2344150263,2.1315490373,0.9950953603,0.2608714402,
111,0.9951423589,0.9949737239,0.9952700305,0.2717071748,0.2514374933,0.2877840528,0.2336493860,2.1596495247,0.9951423589,0.3054353694,
112,0.9951766443,0.9949929972,0.9953119669,0.2710961821,0.2504651449,0.2873329604,0.2332733643,2.2860297378,0.9951766443,0.0915326824,
113,0.9952074456,0.9950308156,0.9953356519,0.2704844004,0.2499724740,0.2865179757,0.2328876915,2.2017164024,0.9952074456,0.2374985168,
114,0.9952453637,0.9950575862,0.9953823695,0.2696654179,0.2490053074,0.2857903163,0.2323313210,2.2450320609,0.9952453637,0.2849949400,
115,0.9952876989,0.9950989809,0.9954228544,0.2689834690,0.2485523682,0.2850712872,0.2319549684,2.2367684015,0.9952876989,0.1703303357,
116,0.9953343391,0.9951544895,0.9954630604,0.2683678963,0.2480603248,0.2843507453,0.2316333361,2.1704505571,0.9953343391,0.2346192350,
117,0.9953807108,0.9952045722,0.9955068526,0.2676893562,0.2472270961,0.2838848543,0.2312660587,2.1461027877,0.9953807108,0.2940791647,
118,0.9954254961,0.9952418842,0.9955613117,0.2667825548,0.2461994312,0.2831371820,0.2306609416,2.1382263056,0.9954254961,0.2221718331,
119,0.9954465564,0.9952763014,0.9955707731,0.2663634670,0.2454166400,0.2829228904,0.2304096840,2.1669474951,0.9954465564,0.1805175344,
120,0.9954830917,0.9953202486,0.9956022654,0.2655978199,0.2446663715,0.2819710184,0.2298969895,2.1739776945,0.9954830917,0.1997069791,
121,0.9955198661,0.9953502693,0.9956430836,0.2649022001,0.2439933788,0.2813456908,0.2294591488,2.1221649202,0.9955198661,0.2570008636,
122,0.9955495739,0.9953735428,0.9956778259,0.2642347922,0.2434244444,0.2806996458,0.2289967720,2.1450994269,0.9955495739,0.2258162498,
123,0.9955873124,0.9954018240,0.9957212286,0.2633908319,0.2425139947,0.2800578847,0.2284258819,11016.4747367684,0.9955873124,0.2547138284,
124,0.9956275972,0.9954468174,0.9957590885,0.2629116106,0.2421537762,0.2795201044,0.2282216875,10979.2021774658,0.9956275972,0.2667450358,
125,0.9956661725,0.9954967308,0.9957888203,0.2623582379,0.2415335076,0.2789344008,0.2279238294,2.1103647916,0.9956661725,0.2092194706,
126,0.9956909362,0.9955326366,0.9958084869,0.2621797548,0.2410625980,0.2789698727,0.2279124226,10941.9538632186,0.9956909362,0.2236655851,
127,0.9957295473,0.9955631003,0.9958568511,0.2612429126,0.2403262935,0.2780442080,0.2272455172,2.1533440526,0.9957295473,0.1997264723,
128,0.9957645853,0.9955982366,0.9958894811,0.2605336285,0.2395858161,0.2773065431,0.2267910671,2.1886252038,0.9957645853,0.2266598493,
129,0.9957956052,0.9956306982,0.9959222307,0.2602412866,0.2391608407,0.2772343552,0.2267060073,2.2154021041,0.9957956052,0.2187459022,
130,0.9958291674,0.9956659741,0.9959483743,0.2595039225,0.2383146441,0.2764226944,0.2262031911,2.1477082713,0.9958291674,0.2377468695,
131,0.9958576608,0.9957002401,0.9959736452,0.2590721860,0.2378859836,0.2760436441,0.2259733440,2.2518589528,0.9958576608,0.2671280851,
132,0.9958921289,0.9957381935,0.9960063324,0.2584121873,0.2374259562,0.2751646118,0.2255467806,2.1465600729,0.9958921289,0.2553627888,
133,0.9959046364,0.9957546692,0.9960171814,0.2580184094,0.2372221190,0.2746353265,0.2252492305,10768.0927661180,0.9959046364,0.1862452701,
134,0.9959284226,0.9957831974,0.9960336704,0.2573955005,0.2364498410,0.2741047688,0.2248037942,2.1914811659,0.9959284226,0.2239590436,
135,0.9959641250,0.9958163042,0.9960758715,0.2566221227,0.2359548380,0.2731726635,0.2242654586,2.1954581579,0.9959641250,0.2714682917,
136,0.9959868940,0.9958393526,0.9960984507,0.2560932006,0.2354954823,0.2724576758,0.2239192712,2.1937969844,0.9959868940,0.1780487547,
137,0.9960166128,0.9958741879,0.9961232076,0.2557373619,0.2352410522,0.2719955192,0.2237761579,2.2043468618,0.9960166128,0.1796755294,
138,0.9960502227,0.9959032278,0.9961620131,0.2551421070,0.2347277076,0.2714586084,0.2234111995,2.3717435296,0.9960502227,0.2732148965,
139,0.9960803223,0.9959345493,0.9961875477,0.2546046112,0.2339794499,0.2711201760,0.2230714639,2.1587533617,0.9960803223,0.2210904608,
140,0.9961049247,0.9959592123,0.9962206049,0.2542652224,0.2335216329,0.2710524828,0.2228929332,2.2612410212,0.9961049247,0.3475214541,
141,0.9961339140,0.9959883032,0.9962510252,0.2536266098,0.2328458092,0.2705417202,0.2224526760,2.2697475131,0.9961339140,0.2459412416,
142,0.9961538053,0.9960048356,0.9962776666,0.2532405516,0.2325585897,0.2701013505,0.2222151119,2.1800387001,0.9961538053,0.2986167769,
143,0.9961787836,0.9960336299,0.9962966723,0.2527994674,0.2320510709,0.2696381619,0.2219521907,2.2808933751,0.9961787836,0.2102779249,
144,0.9962042936,0.9960545931,0.9963260508,0.2523606352,0.2317404078,0.2691388057,0.2216881154,2.2136995316,0.9962042936,0.1965200355,
145,0.9962300714,0.9960835609,0.9963485260,0.2519110870,0.2313343741,0.2686810409,0.2214272592,2.1091919740,0.9962300714,0.2298478186,
146,0.9962646635,0.9961186647,0.9963809042,0.2510275241,0.2304617627,0.2677399285,0.2207891388,2.1272699420,0.9962646635,0.1994297554,
147,0.9962902562,0.9961614585,0.9963909297,0.2507593352,0.2300752125,0.2674762473,0.2206984240,2.1982281526,0.9962902562,0.1520825028,
148,0.9963148808,0.9961877718,0.9964163771,0.2503271482,0.2299286098,0.2668682637,0.2204467170,2.2861604277,0.9963148808,0.2169171547,
149,0.9963410139,0.9962194548,0.9964365263,0.2496463297,0.2292079282,0.2661676912,0.2199559852,2.1528287093,0.9963410139,0.2551347067,
150,0.9963658802,0.9962453799,0.9964637370,0.2490837294,0.2286713235,0.2656330979,0.2195610591,2.3633922831,0.9963658802,0.2439830254,
151,0.9963919242,0.9962690578,0.9964912276,0.2486463652,0.2281642394,0.2652859030,0.2193071936,5509.2922759310,0.9963919242,0.1917406023,
152,0.9964155650,0.9962898669,0.9965147548,0.2481655224,0.2275664077,0.2649123244,0.2189924993,2.1377082332,0.9964155650,0.1843814303,
153,0.9964367580,0.9963112693,0.9965352092,0.2477431083,0.2271535194,0.2644207799,0.2187256281,2.1679146401,0.9964367580,0.2491713464,
154,0.9964557862,0.9963274903,0.9965538278,0.2474532048,0.2269743599,0.2641026868,0.2185820130,5378.8225276693,0.9964557862,0.2479928831,
155,0.9964825376,0.9963596015,0.9965766978,0.2468536454,0.2263028705,0.2635523856,0.2181664819,2.2299528726,0.9964825376,0.2839372754,
156,0.9965049728,0.9963787422,0.9966003876,0.2462515163,0.2256721997,0.2630076432,0.2177314850,5366.4741091537,0.9965049728,0.2328713710,
157,0.9965249642,0.9964024968,0.9966167607,0.2459912701,0.2254784415,0.2626437962,0.2176164273,2.1229093663,0.9965249642,0.2102583597,
158,0.9965454213,0.9964233575,0.9966355214,0.2456151517,0.2250669221,0.2622841104,0.2173898067,2.2813628451,0.9965454213,0.1932174290,
159,0.9965649843,0.9964415350,0.9966563902,0.2450698964,0.2245344529,0.2617649732,0.2169824747,2.1682668289,0.9965649843,0.1616431226,
160,0.9965869514,0.9964634748,0.9966791463,0.2447534955,0.2243606716,0.2613591262,0.2168247996,2.1627806807,0.9965869514,0.2314914018,
161,0.9966112073,0.9964806252,0.9967164116,0.2440818707,0.2237576903,0.2607015222,0.2163218685,2.3111761951,0.9966112073,0.3009967729,
162,0.9966319434,0.9965030489,0.9967397928,0.2437048340,0.2234562217,0.2603813635,0.2160814085,5124.3522177982,0.9966319434,0.1925621480,
163,0.9966506171,0.9965203633,0.9967582479,0.2434524888,0.2232706263,0.2600703752,0.2159683016,2.2540779511,0.9966506171,0.2047377378,
164,0.9966771936,0.9965480428,0.9967816796,0.2426578617,0.2224307034,0.2593259985,0.2153611471,2.2328634294,0.9966771936,0.2508223852,
165,0.9966977461,0.9965694695,0.9968026791,0.2422154289,0.2218991537,0.2589662328,0.2150720646,2.0907162539,0.9966977461,0.2252949774,
166,0.9967136876,0.9965863247,0.9968177586,0.2419522609,0.2216906582,0.2586909949,0.2149269815,2.1516710885,0.9967136876,0.2182399233,
167,0.9967313973,0.9966031389,0.9968368807,0.2415556343,0.2213458557,0.2581741753,0.2146592728,13773.1049814113,0.9967313973,0.2093667785,
168,0.9967547735,0.9966271172,0.9968553658,0.2409318691,0.2206382843,0.2575574366,0.2142141711,2.1866727606,0.9967547735,0.2937324146,
169,0.9967677514,0.9966416979,0.9968681955,0.2405057891,0.2203257110,0.2570210311,0.2138937039,13481.2569954046,0.9967677514,0.1770199587,
170,0.9967827098,0.9966579299,0.9968814578,0.2400656339,0.2197722068,0.2566361127,0.2135716808,2.2222254992,0.9967827098,0.1697894732,
171,0.9968055749,0.9966842537,0.9969033070,0.2397039684,0.2195023292,0.2561805619,0.2133705733,13375.7316299089,0.9968055749,0.2983195384,
172,0.9968248677,0.9967022939,0.9969205289,0.2394712186,0.2192068052,0.2560610504,0.2132719374,2.2148654858,0.9968248677,0.1882759581,
173,0.9968470128,0.9967243977,0.9969449406,0.2389957017,0.2189137299,0.2555114477,0.2129536736,2.2454398044,0.9968470128,0.2585505346,
174,0.9968662930,0.9967398043,0.9969657831,0.2385017480,0.2182077602,0.2551795868,0.2125947972,2.1295452134,0.9968662930,0.2104353706,
175,0.9968872293,0.9967642946,0.9969845819,0.2380917585,0.2179913814,0.2547918689,0.2123243484,2.0953125842,0.9968872293,0.2275456563,
176,0.9969013961,0.9967799311,0.9969989328,0.2377647104,0.2176765900,0.2544056668,0.2121016135,2.1688258298,0.9969013961,0.2264198512,
177,0.9969161979,0.9967946572,0.9970138993,0.2373385493,0.2173858128,0.2538641644,0.2117887906,8135.5220229149,0.9969161979,0.2087634479,
178,0.9969309354,0.9968114128,0.9970248051,0.2370712703,0.2169371512,0.2537229106,0.2116265977,2.2098378372,0.9969309354,0.2337858280,
179,0.9969523613,0.9968297477,0.9970498557,0.2365777675,0.2164073200,0.2533915958,0.2112861202,2.2400245190,0.9969523613,0.2318570813,
180,0.9969723415,0.9968554044,0.9970651345,0.2362321158,0.2161013693,0.2530353440,0.2110854629,2.1289668115,0.9969723415,0.2126657565,
181,0.9969918839,0.9968728895,0.9970855131,0.2358254234,0.2157016510,0.2525791014,0.2108235190,2.1437316990,0.9969918839,0.1788718551,
182,0.9970064878,0.9968842506,0.9971039581,0.2353473073,0.2154752072,0.2519461812,0.2104510093,7825.1889924892,0.9970064878,0.2205810299,
183,0.9970210767,0.9968976378,0.9971182723,0.2351296721,0.2152353162,0.2517605914,0.2103449049,2.1648131227,0.9970210767,0.1651619623,
184,0.9970390582,0.9969178896,0.9971346350,0.2346681887,0.2146895725,0.2513691922,0.2100213708,2.1637785832,0.9970390582,0.2149903476,
185,0.9970506438,0.9969302192,0.9971461158,0.2343638277,0.2145061282,0.2509674982,0.2098060209,2.1957147980,0.9970506438,0.2335205128,
186,0.9970669810,0.9969471817,0.9971629181,0.2339168262,0.2139564102,0.2506038492,0.2094758087,2.2091400782,0.9970669810,0.2385614465,
