step,accuracy_mean,accuracy_q10,accuracy_q90,entropy_mean,entropy_q10,entropy_q90,true_cond_entropy_mean,false_cond_entropy_mean,true_mass_mean,loss_mean,reward_mean
187,0.9970833143,0.9969620619,0.9971793051,0.2336475494,0.2136024435,0.2504108975,0.2093252535,2.1024275907,0.9970833143,0.1771416118,
188,0.9971011106,0.9969789267,0.9971971750,0.2332379244,0.2132620850,0.2499605746,0.2090370416,2.0792846187,0.9971011106,0.2353536785,
189,0.9971202683,0.9970074100,0.9972130852,0.2327165333,0.2132248279,0.2491194025,0.2086590819,2.0732173983,0.9971202683,0.2798068027,
190,0.9971299314,0.9970166988,0.9972233448,0.2324813237,0.2129862406,0.2488733041,0.2085013849,2.1532873138,0.9971299314,0.1502530575,
191,0.9971421711,0.9970287943,0.9972351217,0.2321881157,0.2126397899,0.2486079334,0.2083001544,2.0910077365,0.9971421711,0.2305721641,
192,0.9971608782,0.9970502453,0.9972496548,0.2318001099,0.2123288405,0.2481562140,0.2080478665,2.2067529297,0.9971608782,0.2620449960,
193,0.9971757992,0.9970676618,0.9972618451,0.2314088881,0.2119501868,0.2477557770,0.2077602764,2.2145216258,0.9971757992,0.2318668167,
194,0.9971968635,0.9970850892,0.9972895207,0.2309124964,0.2114618853,0.2473211325,0.2074176125,2.0943432395,0.9971968635,0.2139182786,
195,0.9972108754,0.9970990047,0.9973028526,0.2306885779,0.2111603813,0.2471879435,0.2072969608,2.1217891105,0.9972108754,0.2074153547,
196,0.9972206982,0.9971113114,0.9973104615,0.2303850009,0.2109012983,0.2468234599,0.2070774148,2.0827479887,0.9972206982,0.1078623583,
197,0.9972358290,0.9971269407,0.9973245153,0.2300233338,0.2104619908,0.2465336094,0.2068291158,2.1260761197,0.9972358290,0.1626915981,
198,0.9972508232,0.9971436076,0.9973381877,0.2296852605,0.2101589314,0.2461450359,0.2066053248,2.1670010424,0.9972508232,0.1938390434,
199,0.9972628109,0.9971529217,0.9973520393,0.2294592444,0.2099523245,0.2458748790,0.2064668072,2.0793491316,0.9972628109,0.2171233495,
200,0.9972778861,0.9971698923,0.9973656015,0.2291484515,0.2095854442,0.2456038187,0.2062647758,2.0602335056,0.9972778861,0.2244595091,
