step,accuracy_mean,accuracy_q10,accuracy_q90,entropy_mean,entropy_q10,entropy_q90,true_cond_entropy_mean,false_cond_entropy_mean,true_mass_mean,loss_mean,reward_mean
168,0.9909155321,0.9879548345,0.9948406167,0.1151082561,0.0976888495,0.1379163902,0.0991133177,355.8972480981,0.9909155321,0.1623304288,1.0000000000
169,0.9907835873,0.9879645934,0.9945054984,0.1165979936,0.0995441369,0.1378941960,0.0999970892,7005.8208643007,0.9907835873,0.0854340394,1.0000000000
170,0.9908254798,0.9879367952,0.9946069078,0.1135056995,0.0995281092,0.1301651657,0.0976403855,6892.9284917005,0.9908254798,0.0710368951,1.0000000000
171,0.9908360457,0.9878618855,0.9947841992,0.1114952964,0.1015088550,0.1250728283,0.0952632532,7580.2521742074,0.9908360457,0.0720509688,1.0000000000
172,0.9912534928,0.9879758177,0.9955406504,0.1045485535,0.0928737716,0.1208864059,0.0920219962,4757.9893718751,0.9912534928,0.0671042850,0.9895833333
173,0.9911541422,0.9880756249,0.9953021913,0.1054293391,0.0902917368,0.1230301899,0.0943684048,6676.3373294385,0.9911541422,0.0985393574,0.9479166667
174,0.9912271905,0.9880858021,0.9954378624,0.1060793932,0.0897970475,0.1234458766,0.0955730217,1682.2920437606,0.9912271905,0.0660884877,1.0000000000
175,0.9912498140,0.9879437542,0.9956300220,0.1034861715,0.0888938576,0.1197119640,0.0930727484,9342.3082185904,0.9912498140,0.0229365031,0.8333333333
176,0.9905719082,0.9877203007,0.9942544861,0.1128477352,0.0983647770,0.1244408204,0.0984969214,9068.4557943376,0.9905719082,0.0715946158,1.0000000000
177,0.9908977826,0.9878500633,0.9949128609,0.1026083576,0.0942634532,0.1097678913,0.0894278026,5869.2324066130,0.9908977826,0.0711093545,0.9583333333
178,0.9904496320,0.9877657146,0.9939127636,0.1074793035,0.0864622576,0.1267826018,0.0923541833,5410.4425063515,0.9904496320,0.1263383627,1.0000000000
179,0.9896877178,0.9877973747,0.9920575409,0.1105408172,0.0853471416,0.1348759425,0.0929105899,2760.0613749218,0.9896877178,0.1148053855,0.9895833333
180,0.9900012922,0.9878980188,0.9926983347,0.1080878594,0.0838935705,0.1322121452,0.0918356570,9012.1595595868,0.9900012922,0.0337536931,1.0000000000
181,0.9901518949,0.9879861569,0.9929533067,0.1049945937,0.0821572397,0.1264794038,0.0895090477,14019.8625866063,0.9901518949,0.0225921919,0.9895833333
182,0.9898562773,0.9877162504,0.9925143785,0.1058048833,0.0816579774,0.1298402846,0.0870847958,9204.5417944288,0.9898562773,0.0793247223,0.8333333333
183,0.9900949621,0.9878089051,0.9930111127,0.1052601567,0.0828554307,0.1258319886,0.0871154684,1306.6394894075,0.9900949621,0.0586559474,0.9583333333
184,0.9902847703,0.9879070711,0.9933498697,0.1025610272,0.0810021096,0.1229363775,0.0855390358,2868.8099730476,0.9902847703,0.0515826344,0.9895833333
185,0.9912001499,0.9879474282,0.9955439534,0.0888668657,0.0745922318,0.1003140182,0.0777067970,3842.4775106827,0.9912001499,-0.0444517732,0.9583333333
186,0.9913003961,0.9880110536,0.9957027917,0.0871801061,0.0732180656,0.0989533664,0.0769534658,3559.5826451047,0.9913003961,0.0229678055,1.0000000000
187,0.9913817215,0.9880584822,0.9958239889,0.0852625233,0.0689007179,0.1008523113,0.0747193236,3533.5986125231,0.9913817215,0.1251699130,0.9583333333
188,0.9913344542,0.9879510241,0.9958226633,0.0845902712,0.0677355185,0.1014637587,0.0743128192,3481.0420387348,0.9913344542,0.0669636428,1.0000000000
189,0.9908382845,0.9880058374,0.9945964594,0.0905319751,0.0704703235,0.1061836284,0.0778253866,4942.4956191397,0.9908382845,0.0751433372,1.0000000000
190,0.9912604014,0.9880293937,0.9956070781,0.0842158759,0.0710339945,0.0972711418,0.0737657948,9763.8747245502,0.9912604014,0.0466366907,1.0000000000
191,0.9912454867,0.9881217875,0.9955729022,0.0798367386,0.0624113592,0.0951516316,0.0695688400,4282.9487842496,0.9912454867,0.0097167095,0.9895833333
192,0.9915499361,0.9881892991,0.9962122407,0.0757379990,0.0598535924,0.0912672942,0.0671600329,9238.0403042809,0.9915499361,0.0338140825,0.9895833333
193,0.9916123637,0.9882386932,0.9962990818,0.0706425267,0.0569793627,0.0865754135,0.0624536949,17030.1311385218,0.9916123637,0.0375736554,0.9583333333
194,0.9908073878,0.9862543068,0.9963270931,0.0760552028,0.0561015523,0.1006261163,0.0658714249,4389.7460811472,0.9908073878,0.0452800492,0.9895833333
195,0.9906947700,0.9860945368,0.9962110929,0.0770287245,0.0553298248,0.1037028242,0.0654929133,1219.4172269408,0.9906947700,0.0157475571,0.9479166667
196,0.9907392399,0.9861313143,0.9962408285,0.0764667862,0.0547097170,0.1030649719,0.0652495778,2942.3733622281,0.9907392399,0.0054575602,1.0000000000
197,0.9916298676,0.9882911105,0.9962677321,0.0767230405,0.0562916466,0.1028474759,0.0657150769,8312.4017462492,0.9916298676,0.0581377049,0.9791666667
198,0.9916990972,0.9883135195,0.9964332914,0.0761380306,0.0565942080,0.1028879565,0.0623080836,4192.2306305234,0.9916990972,-0.0509018550,0.9375000000
199,0.9915917293,0.9880082016,0.9964629688,0.0800415029,0.0541791676,0.1150007919,0.0645035735,7545.8918253469,0.9915917293,0.0713761002,0.9895833333
200,0.9916746322,0.9881285887,0.9965111322,0.0778344212,0.0558694606,0.1085830833,0.0628819774,6772.1211254374,0.9916746322,0.0424492657,1.0000000000
